STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
VON,D,41,M FLOW,19911012 0000,19911012 0000,8378,,CFS
VON,D,41,M FLOW,19911013 0000,19911013 0000,8108,,CFS
VON,D,41,M FLOW,19911014 0000,19911014 0000,7762,,CFS
VON,D,41,M FLOW,19911015 0000,19911015 0000,7437,,CFS
VON,D,41,M FLOW,19911016 0000,19911016 0000,7148,,CFS
VON,D,41,M FLOW,19911017 0000,19911017 0000,6895,,CFS
VON,D,41,M FLOW,19911018 0000,19911018 0000,6675,,CFS
VON,D,41,M FLOW,19911019 0000,19911019 0000,---,,CFS
VON,D,41,M FLOW,19911020 0000,19911020 0000,---,,CFS
VON,D,41,M FLOW,19911021 0000,19911021 0000,-7095,,CFS
VON,D,41,M FLOW,19911022 0000,19911022 0000,6655,,CFS
VON,D,41,M FLOW,19911023 0000,19911023 0000,6547,,CFS
VON,D,41,M FLOW,19911024 0000,19911024 0000,6526,,CFS
VON,D,41,M FLOW,19911025 0000,19911025 0000,6582,,CFS
VON,D,41,M FLOW,19911026 0000,19911026 0000,6965,,CFS
VON,D,41,M FLOW,19911027 0000,19911027 0000,7196,,CFS
VON,D,41,M FLOW,19911028 0000,19911028 0000,7197,,CFS
VON,D,41,M FLOW,19911029 0000,19911029 0000,7337,,CFS
VON,D,41,M FLOW,19911030 0000,19911030 0000,6966,,CFS
VON,D,41,M FLOW,19911031 0000,19911031 0000,---,,CFS
VON,D,41,M FLOW,19911101 0000,19911101 0000,6389,,CFS
VON,D,41,M FLOW,19911102 0000,19911102 0000,6349,,CFS
VON,D,41,M FLOW,19911103 0000,19911103 0000,6361,,CFS
VON,D,41,M FLOW,19911104 0000,19911104 0000,6324,,CFS
VON,D,41,M FLOW,19911105 0000,19911105 0000,6338,,CFS
VON,D,41,M FLOW,19911106 0000,19911106 0000,6332,,CFS
VON,D,41,M FLOW,19911107 0000,19911107 0000,6338,,CFS
VON,D,41,M FLOW,19911108 0000,19911108 0000,6450,,CFS
VON,D,41,M FLOW,19911109 0000,19911109 0000,6439,,CFS
VON,D,41,M FLOW,19911110 0000,19911110 0000,6453,,CFS
VON,D,41,M FLOW,19911111 0000,19911111 0000,6483,,CFS
VON,D,41,M FLOW,19911112 0000,19911112 0000,6536,,CFS
VON,D,41,M FLOW,19911113 0000,19911113 0000,6541,,CFS
VON,D,41,M FLOW,19911114 0000,19911114 0000,6427,,CFS
VON,D,41,M FLOW,19911115 0000,19911115 0000,6327,,CFS
VON,D,41,M FLOW,19911116 0000,19911116 0000,6344,,CFS
VON,D,41,M FLOW,19911117 0000,19911117 0000,6578,,CFS
VON,D,41,M FLOW,19911118 0000,19911118 0000,6722,,CFS
VON,D,41,M FLOW,19911119 0000,19911119 0000,6651,,CFS
VON,D,41,M FLOW,19911120 0000,19911120 0000,6848,,CFS
VON,D,41,M FLOW,19911121 0000,19911121 0000,6957,,CFS
VON,D,41,M FLOW,19911122 0000,19911122 0000,6941,,CFS
VON,D,41,M FLOW,19911123 0000,19911123 0000,6943,,CFS
VON,D,41,M FLOW,19911124 0000,19911124 0000,6964,,CFS
VON,D,41,M FLOW,19911125 0000,19911125 0000,6913,,CFS
VON,D,41,M FLOW,19911126 0000,19911126 0000,6282,,CFS
VON,D,41,M FLOW,19911127 0000,19911127 0000,6976,,CFS
VON,D,41,M FLOW,19911128 0000,19911128 0000,6769,,CFS
VON,D,41,M FLOW,19911129 0000,19911129 0000,6804,,CFS
VON,D,41,M FLOW,19911130 0000,19911130 0000,---,,CFS
VON,D,41,M FLOW,19911201 0000,19911201 0000,6949,,CFS
VON,D,41,M FLOW,19911202 0000,19911202 0000,7007,,CFS
VON,D,41,M FLOW,19911203 0000,19911203 0000,7084,,CFS
VON,D,41,M FLOW,19911204 0000,19911204 0000,7293,,CFS
VON,D,41,M FLOW,19911205 0000,19911205 0000,7297,,CFS
VON,D,41,M FLOW,19911206 0000,19911206 0000,7192,,CFS
VON,D,41,M FLOW,19911207 0000,19911207 0000,7302,,CFS
VON,D,41,M FLOW,19911208 0000,19911208 0000,7280,,CFS
VON,D,41,M FLOW,19911209 0000,19911209 0000,7244,,CFS
VON,D,41,M FLOW,19911210 0000,19911210 0000,7194,,CFS
VON,D,41,M FLOW,19911211 0000,19911211 0000,7023,,CFS
VON,D,41,M FLOW,19911212 0000,19911212 0000,6890,,CFS
VON,D,41,M FLOW,19911213 0000,19911213 0000,7220,,CFS
VON,D,41,M FLOW,19911214 0000,19911214 0000,7660,,CFS
VON,D,41,M FLOW,19911215 0000,19911215 0000,7909,,CFS
VON,D,41,M FLOW,19911216 0000,19911216 0000,7964,,CFS
VON,D,41,M FLOW,19911217 0000,19911217 0000,8099,,CFS
VON,D,41,M FLOW,19911218 0000,19911218 0000,8798,,CFS
VON,D,41,M FLOW,19911219 0000,19911219 0000,9244,,CFS
VON,D,41,M FLOW,19911220 0000,19911220 0000,9498,,CFS
VON,D,41,M FLOW,19911221 0000,19911221 0000,9788,,CFS
VON,D,41,M FLOW,19911222 0000,19911222 0000,9844,,CFS
VON,D,41,M FLOW,19911223 0000,19911223 0000,9623,,CFS
VON,D,41,M FLOW,19911224 0000,19911224 0000,9217,,CFS
